time,cell_fraction_regularized
137.0,0.7092018846373501
137.25,0.7082381496287836
137.5,0.7076313535122787
137.75,0.7066319246145061
138.0,0.7055254140491147
138.25,0.7045973729297544
138.5,0.7038834951456311
138.75,0.7031696173615077
139.0,0.7027055968018275
139.25,0.7018846373500858
139.5,0.7011707595659623
139.75,0.7003854940034266
140.0,0.6996359223300971
140.25,0.6988863506567676
140.5,0.697922615648201
140.75,0.6973158195316962
141.0,0.696851798972016
141.25,0.6958880639634495
141.5,0.6954597372929755
141.75,0.6950314106225015
142.0,0.6951027984009138
142.25,0.695352655625357
142.5,0.695566818960594
142.75,0.6963163906339235
143.0,0.6958523700742433
143.25,0.6953169617361508
143.5,0.6947101656196459
143.75,0.6946387778412336
144.0,0.6945316961736151
144.25,0.6945673900628213
144.5,0.6943175328383782
144.75,0.6942104511707596
145.0,0.6942461450599657
145.25,0.6943889206167905
145.5,0.694496002284409
145.75,0.6940676756139349
146.0,0.6942461450599657
146.25,0.6943175328383782
146.5,0.6943889206167905
146.75,0.6943889206167905
147.0,0.6946030839520274
147.25,0.6950314106225015
147.5,0.6951027984009138
147.75,0.6954240434037693
148.0,0.6953169617361508
148.25,0.6948172472872645
148.5,0.6942104511707596
148.75,0.6937107367218732
149.0,0.6931396344945746
149.25,0.692390062821245
149.5,0.691961736150771
149.75,0.6914263278126784
150.0,0.6909623072529983
150.25,0.6901770416904626
150.5,0.689605939463164
150.75,0.688999143346659
151.0,0.6892490005711023
151.25,0.6898557966876071
151.5,0.690462592804112
151.75,0.6909266133637921
152.0,0.6908552255853798
152.25,0.6908909194745859
152.5,0.6908552255853798
152.75,0.6906053683609367
153.0,0.6903198172472873
153.25,0.6894274700171331
153.5,0.6886065105653912
153.75,0.6877498572244432
154.0,0.6870359794403198
154.25,0.6860722444317533
154.5,0.6851798972015991
154.75,0.6839663049685895
155.0,0.6824671616219303
155.25,0.6808252427184467
155.5,0.6796116504854369
155.75,0.6788977727013136
156.0,0.6780411193603655
156.25,0.6770059965733867
156.5,0.6761136493432325
156.75,0.6752213021130783
157.0,0.6740077098800685
157.25,0.6727227298686466
157.5,0.6714377498572245
157.75,0.6704026270702456
158.0,0.6697958309537407
158.25,0.669403198172473
158.5,0.6695102798400914
158.75,0.6695816676185038
159.0,0.669403198172473
159.25,0.6692247287264421
159.5,0.6686893203883496
159.75,0.6682966876070817
160.0,0.6675114220445459
160.25,0.6669046259280412
160.5,0.6662621359223301
160.75,0.6655839520274129
161.0,0.6639063392347231
161.25,0.6624785836664763
161.5,0.6612292975442604
161.75,0.6601227869788693
162.0,0.6591233580810965
162.25,0.6580525414049114
162.5,0.6570174186179326
162.75,0.655803826384923
163.0,0.6544117647058824
163.25,0.6535194174757282
163.5,0.6526984580239863
163.75,0.6518418046830383
164.0,0.651127926898915
164.25,0.65052113078241
164.5,0.6499857224443175
164.75,0.6498786407766991
165.0,0.6498072529982867
165.25,0.6497358652198744
165.5,0.6492004568817819
165.75,0.6488078241005141
166.0,0.6483438035408339
166.25,0.6482010279840091
166.5,0.6480507379241938
166.75,0.6478537360890303
167.0,0.6480027285995305
167.25,0.6481194419515379
167.5,0.6482850136056707
167.75,0.6480712320232594
168.0,0.6478440890919475
168.25,0.6476022917779702
168.5,0.6467256805634876
168.75,0.6457393804525493
169.0,0.6447846128742759
169.25,0.643917761279269
169.5,0.6430391424680402
169.75,0.6420902341519132
170.0,0.6417166381115553
170.25,0.641496784446155
170.5,0.6413867400446499
170.75,0.6414021919447391
